,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,STATUS
T11,0,0.538,1200,100.086,1625,8.259,108.799,600.059,732,602.026,2220,8.096,610.51,1.074,1200,100.045,1588,8.108,109.617,605.962,770,601.545,2159,8.102,609.926,21,21.875,21.813,22.188,22.813,22.813,1.138,39.323,1995,38.186,1930,1930,1995,-15.187,0.703,28.007,0.173,5.4,-39.921,-42.03,47.504,40.731,1935,38.694,4.934,138.181,28.938,8.44,8.08,47.5,40.795,1935,38.613,4.922,137.855,30.625,-38.058,-37.024,47.5,40.876,1962.5,39.28,4.912,137.564,32.375,8.52,8.2,47.498,40.669,1962.5,39.187,4.935,138.215,34,-35.888,-32.683,47.497,41.026,1990,39.835,4.89,136.968,35.813,8.4,8.12,47.507,41.376,1990,39.78,4.86,136.125,37.188,0.324,40.692,2183.35,40.368,2145.1,2110,2200,-16.04,0.695,28.007,0.174,5.4,-40.336,-40.237,47.487,40.504,2115,41.067,4.942,138.429,34,8.24,7.96,47.488,39.988,2115,40.897,5.007,140.244,35.438,-41.561,-44.341,47.499,40.722,2155,40.653,4.93,138.071,38,8.24,7.96,47.486,39.988,2155,40.46,5.005,140.186,39.563,-34.32,-35.363,47.491,40.626,2195,40.052,4.932,138.135,41.563,7.96,7.68,47.491,40.585,2195,39.924,4.936,138.259,43,0,28.007,0.168,5.4,PASS
T12,0,5.416,0,99.411,0,8.147,114.046,596.748,0,598.561,0,7.972,606.884,7.391,0,99.967,0,7.939,116.47,598.33,0,602.091,0,7.981,610.184,23.75,22.875,22.625,22.438,23.563,23.875,0.538,37.879,1995,37.34,1930,1930,1995,-14.39,0.699,28.006,0.166,5.4,-37.659,-33.125,47.492,42.893,1935,38.428,4.672,130.851,29.25,8.48,8.24,47.488,43.128,1935,38.425,4.643,130.029,30.813,-36.579,-31.753,47.512,42.973,1962.5,38.558,4.685,131.219,32.625,8.32,8.12,47.51,42.682,1962.5,38.498,4.715,132.049,34.125,-34.148,-29.673,47.512,43.55,1990,38.756,4.624,129.496,36.188,8.12,7.92,47.5,43.567,1990,38.708,4.609,129.077,37.313,0.638,39.173,2198.2,38.535,2128,2110,2200,-15.886,0.698,28.007,0.171,5.401,-34.429,-32.288,47.485,40.763,2115,39.872,4.909,137.479,34.188,9,8.68,47.505,40.805,2115,39.837,4.927,137.981,35.625,-33.307,-30.676,47.492,40.93,2155,40.007,4.896,137.125,37.688,8.64,8.4,47.489,40.7,2155,39.907,4.921,137.822,39.063,-36.675,-33.538,47.491,42.647,2195,39.775,4.698,131.584,41.063,8.12,7.92,47.502,42.652,2195,39.727,4.709,131.897,42.125,0,28.006,0.164,5.401,PASS
T13,0,3.427,0,100.347,0,8.32,112.699,599.907,0,603.17,0,8.126,611.53,3.874,0,100.222,0,8.041,113.104,598.058,0,602.592,0,8.044,610.986,23.75,23.313,23.938,24.25,24.75,24.063,0.676,37.44,1995,36.765,1952.43,1930,1995,-14.102,0.715,28.009,0.174,5.399,-37.476,-35.08,47.496,40.736,1935,37.9,4.924,137.907,30.563,8.6,8.36,47.496,40.521,1935,37.856,4.95,138.634,32.188,-35.265,-31.636,47.498,41.294,1962.5,37.968,4.86,136.127,34.688,8.68,8.44,47.486,40.986,1962.5,37.908,4.883,136.764,37.188,-34.787,-30.286,47.504,42.276,1990,38.526,4.754,133.141,39.188,8.44,8.24,47.507,42.525,1990,38.503,4.729,132.459,40.313,0.409,39.604,2194.15,39.195,2119.45,2110,2200,-15.886,0.705,28.008,0.174,5.399,-36.703,-33.108,47.502,41.443,2115,40.43,4.846,135.745,35.125,8.84,8.56,47.504,41.5,2115,40.397,4.843,135.638,36.563,-36.398,-32.645,47.51,42.58,2155,40.395,4.726,132.361,38.875,8.48,8.24,47.497,42.307,2155,40.307,4.742,132.818,40.063,-39.829,-37.356,47.487,43.991,2195,40.114,4.55,127.442,41.5,7.84,7.64,47.501,43.726,2195,40.049,4.592,128.621,42.438,0,28.009,0.169,5.399,PASS
T14,0,0.361,1200,100.401,1662,8.293,109.202,605.908,717,600.452,2189,8.098,607.204,0.469,1200,100.59,1649,8.068,109.361,604.613,776,598.162,2155,8.104,603.469,22.875,23.313,22.563,21.563,23.625,22.625,2.219,39.882,1995,37.662,1930,1930,1995,-15.808,0.699,28.006,0.169,5.4,-36.551,-35.354,47.495,41.977,1935,38.809,4.777,133.798,28.875,8.2,7.92,47.503,42.225,1935,38.831,4.759,133.275,30.313,-36.152,-33.178,47.503,42.2,1962.5,39.876,4.761,133.348,32.125,8.12,7.88,47.493,42.145,1962.5,39.851,4.757,133.228,33.688,-32.649,-29.723,47.5,42.356,1990,40.695,4.741,132.776,35.25,7.8,7.6,47.503,42.058,1990,40.637,4.777,133.795,36.563,0.804,39.867,2199.1,39.063,2110,2110,2200,-16.654,0.688,28.006,0.168,5.4,-41.437,-41.23,47.496,38.92,2115,39.956,5.154,144.336,32.875,8.28,8,47.505,38.918,2115,39.894,5.165,144.653,34.188,-39.277,-37.926,47.491,39.936,2155,40.315,5.017,140.517,36.188,8.28,8,47.499,38.812,2155,40.072,5.172,144.857,37.813,-36.223,-37.59,47.509,39.55,2195,39.767,5.088,142.488,39.938,7.96,7.72,47.497,39.931,2195,39.884,5.025,140.735,41.313,0,28.005,0.163,5.4,PASS
T15,0,11.081,0,99.669,0,8.329,120.812,595.62,0,595.42,0,8.114,602.502,11.132,0,100.529,0,8.004,121.411,604.07,0,603.544,0,8.001,611.916,22.063,21.563,21.875,22.125,23.188,23.125,0.692,37.529,1994.03,36.837,1948.2,1930,1995,-15.196,0.722,28.008,0.172,5.399,-34.772,-32.881,47.496,41.529,1935,38.291,4.83,135.275,29.938,8.64,8.36,47.501,41.295,1935,38.237,4.863,136.201,31.813,-33.585,-30.46,47.499,42.634,1962.5,38.317,4.708,131.858,34.063,8.68,8.4,47.512,42.42,1962.5,38.268,4.746,132.934,35.75,-33.21,-29.562,47.504,43.684,1990,38.707,4.6,128.846,37.188,8.36,8.12,47.507,43.399,1990,38.653,4.634,129.786,38.438,0.603,39.461,2192.8,38.858,2136.55,2110,2200,-16.141,0.722,28.008,0.172,5.399,-33.98,-34.237,47.489,41.68,2115,39.877,4.805,134.584,34.375,8.8,8.52,47.506,41.8,2115,39.875,4.81,134.732,35.875,-34.085,-33.376,47.5,42.376,2155,39.961,4.738,132.705,38.313,8.76,8.52,47.493,42.08,2155,39.877,4.764,133.421,39.563,-31.889,-32.341,47.497,42.717,2195,39.8,4.697,131.55,41.375,8.36,8.16,47.508,42.643,2195,39.759,4.717,132.127,42.375,0,28.008,0.166,5.399,PASS
T16,0,7.967,0,99.963,0,8.299,117.884,604.949,0,597.804,0,8.11,606.202,7.666,0,99.589,0,8.086,116.853,606.512,0,601.836,0,8.08,610.146,23.188,22.875,23,22.875,23.938,24,0.618,37.457,1995,36.839,1963.8,1930,1995,-17.05,0.719,28.008,0.174,5.399,-35.176,-32.095,47.51,40.669,1935,38.371,4.948,138.593,30.063,8.64,8.4,47.498,40.584,1935,38.306,4.945,138.515,31.875,-32.45,-29.585,47.487,41.465,1962.5,38.367,4.828,135.218,33.875,8.64,8.4,47.499,41.436,1962.5,38.296,4.844,135.672,35.438,-31.567,-28.189,47.508,42.829,1990,38.757,4.696,131.536,37.063,8.32,8.12,47.504,42.933,1990,38.725,4.681,131.107,38.25,0.386,38.96,2195.5,38.573,2121.7,2110,2200,-16.3,0.712,28.008,0.174,5.399,-30.34,-32.024,47.501,38.872,2115,39.208,5.166,144.686,35.188,8.36,8.08,47.498,38.967,2115,39.144,5.15,144.233,37.125,-31.445,-32.962,47.508,39.917,2155,39.386,5.039,141.142,39.938,8.68,8.4,47.496,39.564,2155,39.297,5.07,142.007,41.5,-28.661,-29.414,47.492,40.957,2195,39.229,4.894,137.063,42.938,8.6,8.28,47.498,40.726,2195,39.181,4.928,138.028,44.188,0,28.008,0.169,5.399,PASS
T17,0,11.366,0,99.426,0,8.301,120.147,605.523,0,599.106,0,8.06,606.996,10.122,0,99.819,0,8.017,119.015,598.514,0,597.412,0,7.993,604.729,21.75,22,22.188,21.688,23.188,23.313,1.27,38.169,1995,36.899,1930,1930,1995,-15.516,0.71,28.006,0.176,5.401,-34.198,-30.85,47.491,42.119,1935,38.514,4.758,133.252,29.313,8.6,8.36,47.503,41.703,1935,38.436,4.818,134.941,30.75,-33.575,-29.617,47.491,41.579,1962.5,39.018,4.819,134.963,32.563,8.6,8.32,47.508,41.326,1962.5,38.957,4.868,136.326,34,-32.43,-28.061,47.51,42.228,1990,39.445,4.766,133.488,35.813,8.44,8.24,47.509,41.993,1990,39.374,4.791,134.194,37,1.089,39.866,2199.55,38.777,2110,2110,2200,-15.926,0.698,28.006,0.176,5.401,-34.051,-31.947,47.489,40.934,2115,40.187,4.892,137.015,34.125,8.96,8.68,47.509,40.714,2115,40.142,4.942,138.419,35.375,-32.878,-30.343,47.499,41.532,2155,40.492,4.833,135.371,37.438,8.6,8.4,47.496,41.312,2155,40.433,4.855,135.981,38.938,-36.392,-34.516,47.507,43.079,2195,40.407,4.668,130.749,40.25,8.12,7.92,47.492,42.908,2195,40.349,4.671,130.821,41.188,0,28.006,0.171,5.401,PASS
T18,0,7.389,0,100,0,8.296,116.826,601.233,0,598.658,0,8.053,607.133,6.848,0,99.967,0,8.025,116.242,597.48,0,602.994,0,8.071,611.454,22.188,21.813,21.563,22.313,23.125,23.188,0.411,37.142,1995,36.731,1956.97,1930,1995,-15.202,0.717,28.008,0.175,5.399,-34.219,-32.426,47.5,39.462,1935,38.25,5.087,142.493,29.188,8.64,8.36,47.501,39.561,1935,38.214,5.076,142.176,30.688,-32.416,-29.695,47.502,40.142,1962.5,38.214,5.004,140.162,33.375,8.76,8.48,47.502,40.137,1962.5,38.157,5.005,140.178,34.938,-31.978,-28.75,47.486,41.24,1990,38.461,4.853,135.919,37.25,8.48,8.24,47.515,41.362,1990,38.413,4.871,136.425,38.563,0.748,39.105,2195.5,38.357,2110,2110,2200,-16.393,0.712,28.008,0.175,5.399,-34.675,-32.928,47.509,41.4,2115,39.642,4.86,136.123,34.75,8.88,8.6,47.492,41.265,2115,39.592,4.856,136.016,36.125,-33.601,-31.185,47.514,42.311,2155,39.879,4.76,133.332,38.25,8.68,8.44,47.498,42.246,2155,39.812,4.751,133.064,39.688,-35.885,-33.648,47.501,43.679,2195,39.831,4.597,128.763,41.375,8.16,7.96,47.486,43.324,2195,39.749,4.619,129.376,42.5,0,28.008,0.169,5.399,PASS
T19,0,0.457,1200,100.41,1658,8.311,109.187,599.067,725,602.101,2214,8.101,610.644,0.459,1200,99.425,1642,8.131,108.163,604.922,767,602.242,2205,8.062,609.691,22.063,22.313,22.75,22.375,23.625,22.813,1.606,39.674,1995,38.067,1930,1930,1995,-15.224,0.699,28.006,0.168,5.4,-39.055,-40.61,47.502,40.963,1935,38.973,4.903,137.328,29.75,8.32,8,47.495,40.779,1935,38.95,4.918,137.742,31.5,-37.811,-35.827,47.5,40.934,1962.5,39.937,4.905,137.384,33.313,8.4,8.12,47.505,40.838,1962.5,39.896,4.923,137.869,34.813,-34.796,-31.529,47.495,40.819,1990,40.557,4.913,137.593,36.625,8.28,8,47.508,41.129,1990,40.545,4.89,136.964,37.875,0.499,39.43,2158.6,38.931,2110,2110,2200,-15.713,0.689,28.006,0.168,5.4,-40.223,-38.125,47.495,39.762,2115,39.951,5.043,141.249,34,8.4,8.12,47.506,39.839,2115,39.918,5.047,141.364,35.313,-42.242,-39.825,47.486,39.85,2155,40.122,5.023,140.674,37.375,8.32,8.04,47.503,39.92,2155,40.076,5.034,140.969,38.875,-37.624,-40.987,47.487,40.35,2195,39.648,4.961,138.952,40.813,7.96,7.68,47.512,40.074,2195,39.59,5.024,140.704,41.813,0,28.005,0.162,5.4,PASS
T20,0,11.132,0,99.775,0,8.272,120.748,605.581,0,598.062,0,8.065,605.947,14.848,0,99.547,0,8.025,124.394,599.403,0,603.766,0,8.056,612.172,21.875,21.938,21.563,22.625,23,23.188,1.344,38.673,1995,37.33,1930,1930,1995,-14.959,0.729,28.008,0.176,5.399,-37.377,-35.347,47.504,42.669,1935,38.577,4.709,131.899,29.5,8.48,8.2,47.509,42.263,1935,38.51,4.76,133.327,31.375,-37.288,-32.909,47.494,42.951,1962.5,38.811,4.668,130.755,33.625,8.56,8.28,47.508,42.748,1962.5,38.748,4.705,131.78,35.375,-37.247,-32.039,47.495,43.62,1990,39.494,4.598,128.784,37.375,8.32,8.08,47.499,43.705,1990,39.454,4.593,128.631,38.75,0.414,39.084,2192.8,38.67,2119.9,2110,2200,-17.179,0.728,28.008,0.176,5.399,-33.73,-32.614,47.508,40.912,2115,40.141,4.916,137.697,35.625,9.04,8.72,47.504,40.94,2115,40.112,4.909,137.492,37.125,-32.963,-31.445,47.492,41.396,2155,40.152,4.841,135.583,39.813,8.92,8.64,47.511,41.109,2155,40.072,4.896,137.141,41.313,-32.906,-31.873,47.499,42.031,2195,39.844,4.776,133.759,43.188,8.52,8.24,47.496,41.999,2195,39.765,4.776,133.77,44.438,0,28.008,0.17,5.399,PASS
T21,0,5.92,0,99.644,0,8.25,114.746,596.176,0,601.017,0,8.15,608.754,6.045,0,99.697,0,8.053,114.807,598.803,0,597.839,0,8.077,604.831,22.813,22.563,22.75,22.438,23.5,23.688,0.862,38.005,1995,37.143,1960.22,1930,1995,-16.884,0.718,28.008,0.174,5.399,-38.261,-34.445,47.508,42.65,1935,38.183,4.716,132.093,29.625,8.44,8.2,47.493,42.306,1935,38.113,4.738,132.708,31.375,-37.109,-31.703,47.514,43.318,1962.5,38.233,4.65,130.231,33.438,8.4,8.16,47.509,43.408,1962.5,38.193,4.635,129.813,35,-35.236,-31.011,47.508,44.268,1990,38.774,4.543,127.258,36.375,8,7.84,47.496,44.421,1990,38.745,4.515,126.471,37.313,0.788,39.413,2195.05,38.625,2119.45,2110,2200,-18.326,0.705,28.008,0.174,5.399,-34.475,-34.999,47.512,41.65,2115,39.647,4.834,135.395,34,8.84,8.52,47.501,41.525,2115,39.606,4.837,135.469,35.375,-34.718,-33.711,47.494,42.475,2155,39.89,4.721,132.225,37.625,8.84,8.56,47.501,42.031,2155,39.796,4.777,133.808,38.938,-33.992,-34.547,47.502,42.96,2195,39.838,4.676,130.963,40.375,8.4,8.16,47.496,42.761,2195,39.782,4.691,131.393,41.375,0,28.008,0.168,5.399,PASS
T22,0,5.664,0,100.009,0,8.253,114.55,603.142,0,603.897,0,8.126,612.352,4.099,0,100.597,0,8.099,113.4,597.547,0,602.65,0,8.026,610.927,22.875,23,23.563,25,23.063,23.125,1.47,37.604,1995,36.134,1930,1930,1995,-15.076,0.699,28.006,0.171,5.401,-35.101,-32.356,47.487,40.823,1935,37.421,4.904,137.348,29.438,8.64,8.4,47.496,40.876,1935,37.365,4.908,137.455,31.25,-35.212,-31.38,47.507,40.895,1962.5,37.991,4.918,137.739,33.625,8.64,8.36,47.504,40.669,1962.5,37.931,4.941,138.385,35.063,-34.567,-30.398,47.5,41.568,1990,38.481,4.83,135.273,36.688,8.44,8.24,47.497,41.353,1990,38.426,4.852,135.892,37.813,1.123,39.697,2196.85,38.574,2110,2110,2200,-15.982,0.689,28.006,0.17,5.401,-38.271,-36.714,47.487,39.282,2115,39.483,5.096,142.712,33.625,8.6,8.36,47.487,39.18,2115,39.414,5.109,143.092,34.938,-36.09,-33.467,47.491,39.703,2155,40.168,5.047,141.357,37.25,8.44,8.24,47.496,39.239,2155,40.042,5.112,143.178,38.625,-35.161,-33.114,47.504,41.431,2195,40.099,4.851,135.87,40.375,8.08,7.92,47.509,41.126,2195,40.008,4.892,137.019,41.5,0,28.005,0.164,5.401,PASS
T23,0,6.911,0,99.465,0,8.263,115.746,597.679,0,601.75,0,8.126,610.201,5.772,0,99.195,0,8.083,114.101,605.022,0,599.536,0,8.083,607.334,23.188,23.188,23.375,22.938,24.625,24.938,0.689,37.391,1995,36.703,1963.8,1930,1995,-15.553,0.72,28.008,0.175,5.399,-34.029,-31.513,47.487,40.966,1935,38.151,4.886,136.861,29.625,8.68,8.4,47.501,41.132,1935,38.135,4.882,136.749,31.5,-32.692,-29.606,47.486,41.764,1962.5,38.124,4.792,134.205,33.313,8.68,8.44,47.5,42.017,1962.5,38.096,4.779,133.846,35.063,-31.943,-28.365,47.494,43.301,1990,38.54,4.63,129.674,37,8.36,8.12,47.504,43.004,1990,38.472,4.673,130.887,38.313,0.651,39.304,2195.5,38.653,2110,2110,2200,-16.784,0.706,28.008,0.175,5.399,-36.589,-34.457,47.506,40.82,2115,39.812,4.925,137.954,34.625,9,8.64,47.494,41,2115,39.8,4.89,136.968,35.938,-34.632,-32.236,47.487,41.811,2155,40.039,4.788,134.093,38.5,8.96,8.64,47.496,41.478,2155,39.97,4.836,135.447,39.938,-34.594,-33.573,47.503,42.496,2195,39.845,4.727,132.412,42,8.56,8.28,47.495,42.347,2195,39.786,4.736,132.641,43,0,28.009,0.17,5.399,PASS
T24,0,1.432,0,100.483,0,8.25,110.513,604.08,0,600.984,0,8.047,609.465,1.168,0,100.608,0,8.028,110.261,601.078,0,598.177,0,7.98,606.491,22.125,23.125,21.75,22.438,23.688,23.813,1.191,39.553,1995,38.362,1930,1930,1995,-14.899,0.708,28.008,0.177,5.399,-38.501,-39.887,47.503,42.725,1935,38.951,4.703,131.715,29.688,8.28,8,47.496,42.43,1935,38.897,4.728,132.426,31.188,-40.235,-36.832,47.49,43.31,1962.5,39.191,4.625,129.544,33,8.28,8,47.49,42.977,1962.5,39.113,4.661,130.546,34.563,-35.026,-33.07,47.495,43.685,1990,39.818,4.591,128.582,36.313,7.92,7.68,47.492,43.919,1990,39.782,4.563,127.81,37.563,0.183,39.75,2128.45,39.567,2186.05,2110,2200,-15.757,0.695,28.008,0.176,5.399,-37.071,-38.277,47.485,41.937,2115,40.527,4.771,133.637,34.125,8.56,8.2,47.493,41.777,2115,40.502,4.798,134.384,35.438,-40.518,-39.406,47.498,42.486,2155,40.485,4.724,132.308,37.938,8.48,8.2,47.49,42.023,2155,40.377,4.767,133.515,39.438,-36.942,-40.431,47.488,43.637,2195,40.048,4.588,128.508,41.25,8.16,7.84,47.491,43.488,2195,39.98,4.607,129.039,42.313,0,28.008,0.17,5.399,PASS
T25,0,7.705,0,99.413,0,8.217,116.613,597.675,0,598.33,0,8.044,606.637,8.417,0,99.423,0,8.041,117.391,600.707,0,596.836,0,8.034,603.767,24.25,23.688,23.375,23.75,24.5,24.625,0.659,37.175,1995,36.516,1963.8,1930,1995,-14.995,0.715,28.009,0.172,5.399,-35.985,-33.298,47.488,41.226,1935,37.944,4.856,136.017,30,8.56,8.32,47.5,41.395,1935,37.956,4.85,135.834,31.563,-34.374,-30.465,47.49,42.176,1962.5,37.916,4.749,133.015,33.5,8.52,8.32,47.505,42.396,1962.5,37.895,4.741,132.781,34.875,-33.584,-29.251,47.489,43.587,1990,38.329,4.595,128.701,36.813,8.24,8.04,47.508,43.531,1990,38.305,4.62,129.418,38.063,0.513,38.826,2195.5,38.313,2121.7,2110,2200,-16.721,0.709,28.009,0.172,5.399,-33.924,-34.075,47.492,41.451,2115,39.461,4.834,135.401,34.625,8.92,8.6,47.495,41.372,2115,39.43,4.848,135.78,35.938,-32.68,-31.717,47.509,42.445,2155,39.616,4.74,132.764,38.313,8.84,8.56,47.512,42.049,2155,39.533,4.788,134.094,39.625,-32.85,-32.428,47.495,43.203,2195,39.493,4.641,129.999,41.625,8.32,8.12,47.504,43.065,2195,39.452,4.666,130.701,42.563,0,28.009,0.166,5.399,PASS
T26,0,1.232,1200,99.314,1579,8.276,109.137,596.777,756,600.336,2162,8.125,606.349,1.208,1200,100.216,1576,8.149,109.833,595.848,743,597.321,2123,8.095,605.631,24.938,26.063,25.625,24.25,26.25,26.125,0.858,38.355,1984.6,37.497,1930,1930,1995,-14.368,0.691,28.01,0.182,5.4,-37.272,-36.18,47.499,40.311,1935,38.551,4.978,139.452,29.375,8.44,8.2,47.506,40.578,1935,38.5,4.954,138.766,31.125,-35.597,-32.329,47.499,40.841,1962.5,39.125,4.915,137.663,32.813,8.44,8.2,47.499,40.613,1962.5,39.025,4.942,138.435,34.5,-34.775,-30.516,47.503,41.975,1990,39.511,4.786,134.049,36,8.16,7.96,47.492,41.573,1990,39.4,4.82,135.009,37.375,0.422,38.778,2110.9,38.356,2182.9,2110,2200,-19.331,0.679,28.01,0.182,5.4,-37.779,-39.923,47.5,39.681,2115,39.49,5.059,141.707,33.938,8.6,8.28,47.485,39.498,2115,39.381,5.066,141.894,35.688,-36.352,-36.555,47.498,39.705,2155,39.337,5.053,141.55,37.938,8.72,8.4,47.496,39.267,2155,39.194,5.108,143.069,39.5,-33.265,-33.256,47.501,40.691,2195,38.946,4.935,138.225,40.938,8.44,8.16,47.492,40.469,2195,38.836,4.951,138.685,42.188,0,28.01,0.176,5.4,PASS
T27,0,1.024,0,100.546,0,8.22,110.088,598.949,0,603.118,0,8.045,611.542,1.283,0,100.198,0,8.026,109.922,598.163,0,601.243,0,8.02,609.619,21.813,22.938,23.063,22,23.875,23.875,1.086,39.291,1993.7,38.204,1932.6,1930,1995,-13.342,0.692,28.006,0.177,5.401,-40.316,-36.455,47.502,43.658,1935,39.137,4.601,128.865,29.875,8.6,8.32,47.513,43.508,1935,39.086,4.629,129.635,31.438,-39.098,-34.163,47.51,43.782,1962.5,39.605,4.597,128.743,33.188,8.6,8.28,47.507,43.464,1962.5,39.538,4.627,129.577,34.75,-35.869,-31.068,47.5,43.792,1990,40.043,4.585,128.4,36.375,8.32,8.08,47.501,43.96,1990,39.993,4.569,127.956,37.438,0.372,39.851,2200,39.479,2142.4,2110,2200,-16.401,0.683,28.006,0.177,5.401,-34.706,-31.756,47.512,38.691,2115,40.936,5.204,145.745,34.688,8.84,8.52,47.499,38.48,2115,40.848,5.217,146.122,36.188,-33.356,-30.589,47.509,38.947,2155,40.796,5.167,144.704,38.5,8.48,8.24,47.5,38.534,2155,40.656,5.211,145.931,40.125,-35.348,-32.502,47.509,41.685,2195,40.35,4.826,135.173,42.25,7.92,7.72,47.494,41.561,2195,40.265,4.824,135.107,43.438,0,28.006,0.171,5.401,PASS
T28,0,8.362,0,99.625,0,8.277,117.361,600.177,0,601.037,0,8.002,609.453,6.875,0,99.393,0,8.011,115.443,606.436,0,597.789,0,8.041,606.187,24.5,24.063,24.125,23.188,24.438,24.375,0.952,38.15,1995,37.198,1930,1930,1995,-15.33,0.705,28.006,0.175,5.401,-36.569,-32.956,47.491,42.685,1935,38.448,4.694,131.464,29.5,8.48,8.24,47.5,42.343,1935,38.376,4.742,132.797,31.25,-36.811,-32.116,47.514,42.522,1962.5,38.761,4.737,132.673,33.25,8.32,8.12,47.503,42.371,1962.5,38.689,4.742,132.816,34.75,-34.139,-29.914,47.514,42.886,1990,39.092,4.698,131.563,36.313,8.12,7.96,47.489,42.82,1990,39.067,4.677,130.991,37.5,0.766,39.27,2200,38.503,2143.75,2110,2200,-16.623,0.69,28.006,0.174,5.401,-32.601,-30.509,47.514,40.574,2115,40.087,4.965,139.049,34,8.88,8.64,47.509,40.522,2115,40.033,4.965,139.053,35.5,-31.883,-28.993,47.495,40.753,2155,40.142,4.921,137.833,37.563,8.36,8.2,47.496,41.349,2155,40.117,4.851,135.864,39.125,-36.878,-33.552,47.487,43.764,2195,40.058,4.574,128.115,40.813,7.76,7.6,47.492,43.598,2195,39.985,4.597,128.754,41.938,0,28.006,0.169,5.401,PASS
T29,0,8.982,0,99.638,0,8.126,118.176,603.021,0,601.358,0,8.059,609.742,8.222,0,99.742,0,8.056,117.397,600.698,0,602.352,0,8.007,610.736,31.563,31.25,32.125,32.5,32.563,33.063,1.091,37.946,1994.68,36.855,1947.88,1930,1995,-13.301,0.722,28.008,0.172,5.4,-36.856,-32.586,47.505,43.421,1935,37.964,4.629,129.654,32.563,8.12,7.92,47.49,43.094,1935,37.911,4.648,130.183,34.188,-33.768,-29.755,47.499,44.328,1962.5,38.06,4.528,126.836,36.313,7.96,7.76,47.503,44.158,1962.5,38.012,4.549,127.425,37.625,-29.857,-27.871,47.488,44.688,1990,38.484,4.481,125.501,39.125,7.6,7.44,47.499,44.546,1990,38.451,4.506,126.198,40.125,0.988,40.21,2192.8,39.222,2110,2110,2200,-14.346,0.716,28.008,0.172,5.399,-36.179,-36.983,47.498,40.254,2115,40.016,4.985,139.625,36.375,8.64,8.36,47.5,40.145,2115,39.985,5.001,140.069,37.813,-34.632,-33.711,47.506,40.921,2155,40.654,4.913,137.609,40.063,8.72,8.44,47.494,40.274,2155,40.531,4.979,139.451,41.625,-31.979,-31.707,47.491,41.892,2195,40.651,4.783,133.958,43.063,8.4,8.2,47.508,41.86,2195,40.6,4.805,134.576,44.125,0,28.008,0.172,5.399,PASS
T30,0,8.073,0,99.993,0,8.238,117.521,605.937,0,600.113,0,8.084,607.962,6.97,0,99.468,0,8.029,115.622,597.997,0,600.564,0,8.008,608.261,21.938,22.063,22.75,22.563,23.25,23.5,1.253,38.579,1995,37.326,1930,1930,1995,-16.026,0.702,28.006,0.175,5.401,-36.87,-33.383,47.507,42.858,1935,38.491,4.692,131.414,29.813,8.4,8.16,47.493,43.075,1935,38.477,4.654,130.332,31.375,-37.555,-33.179,47.504,42.873,1962.5,38.926,4.688,131.289,33.25,8.28,8.04,47.499,42.559,1962.5,38.857,4.717,132.114,34.688,-34.778,-30.849,47.488,43.355,1990,39.33,4.619,129.361,36.25,8,7.84,47.503,43.009,1990,39.257,4.671,130.827,37.563,0.786,38.714,2200,37.928,2142.4,2110,2200,-16.062,0.695,28.006,0.175,5.401,-36.103,-34.643,47.501,40.712,2115,39.215,4.933,138.157,34.5,8.76,8.52,47.491,40.589,2115,39.152,4.937,138.256,35.938,-34.403,-31.935,47.509,41.304,2155,39.334,4.872,136.438,38.188,8.52,8.32,47.496,40.813,2155,39.22,4.916,137.655,39.563,-36.205,-34.837,47.492,42.734,2195,39.222,4.69,131.357,41.313,8.04,7.84,47.498,42.439,2195,39.13,4.729,132.455,42.625,0,28.006,0.169,5.4,PASS
